OrderID,PaymentID,Cash,Transfer,PaymentDate
ORD038317,PAYM923394,no,yes,2023-11-15
ORD047890,PAYM307648,no,yes,2023-11-15
ORD032065,PAYM166062,no,yes,2023-10-18
ORD071493,PAYM198082,no,yes,2023-05-15
ORD041094,PAYM460426,yes,no,2023-05-01
ORD000268,PAYM725177,no,yes,2023-02-09
ORD007070,PAYM792527,yes,no,2023-08-01
ORD060657,PAYM385455,no,yes,2023-10-23
ORD063946,PAYM762857,no,yes,2023-08-28
ORD028214,PAYM516567,yes,no,2023-08-30
ORD050652,PAYM728294,no,yes,2023-08-08
ORD013869,PAYM955362,yes,no,2023-11-15
ORD056321,PAYM521023,yes,no,2023-10-10
ORD027373,PAYM550765,no,yes,2023-08-21
ORD045306,PAYM893615,no,yes,2023-07-03
ORD075729,PAYM307678,no,yes,2023-10-12
ORD033183,PAYM811377,yes,no,2024-01-02
ORD011593,PAYM812878,no,yes,2023-11-06
ORD036109,PAYM515300,yes,no,2023-03-19
ORD064618,PAYM727434,no,yes,2023-12-27
ORD021795,PAYM248188,no,yes,2023-06-07
ORD057837,PAYM212263,no,yes,2023-08-03
ORD025386,PAYM949053,no,yes,2023-01-18
ORD019266,PAYM641983,yes,no,2023-09-17
ORD014401,PAYM461612,no,yes,2023-08-29
ORD036822,PAYM764911,no,yes,2023-05-20
ORD060898,PAYM358604,yes,no,2023-04-13
ORD071104,PAYM939266,no,yes,2023-07-03
ORD032778,PAYM753297,yes,no,2023-05-29
ORD054339,PAYM491628,yes,no,2023-07-29
ORD002985,PAYM427395,yes,no,2023-06-28
ORD010598,PAYM702692,no,yes,2023-04-16
ORD023138,PAYM202851,yes,no,2023-12-23
ORD029120,PAYM514808,no,yes,2023-03-24
ORD054278,PAYM414528,yes,no,2023-04-01
ORD021950,PAYM827157,yes,no,2023-10-09
ORD041737,PAYM841273,no,yes,2023-03-06
ORD035267,PAYM835035,no,yes,2023-04-21
ORD008487,PAYM858852,no,yes,2023-04-26
ORD026319,PAYM311402,no,yes,2023-01-21
ORD009515,PAYM417573,no,yes,2023-12-28
ORD045995,PAYM106879,yes,no,2023-09-18
ORD061925,PAYM706410,yes,no,2023-06-19
ORD050004,PAYM878792,yes,no,2023-10-19
ORD015758,PAYM972561,no,yes,2023-11-05
ORD033578,PAYM168760,no,yes,2023-03-31
ORD000335,PAYM161619,no,yes,2023-10-09
ORD067244,PAYM939649,yes,no,2023-03-22
ORD020237,PAYM300585,no,yes,2023-03-31
ORD009554,PAYM497635,no,yes,2023-02-06
ORD061299,PAYM283345,yes,no,2023-09-16
ORD076202,PAYM500170,yes,no,2023-04-23
ORD011442,PAYM451328,no,yes,2023-07-03
ORD053655,PAYM535820,no,yes,2023-08-28
ORD047916,PAYM291354,no,yes,2023-11-09
ORD047604,PAYM605697,no,yes,2023-09-15
ORD029793,PAYM539095,no,yes,2023-01-19
ORD049279,PAYM459299,yes,no,2023-10-20
ORD064468,PAYM672294,yes,no,2023-04-22
ORD071550,PAYM967514,yes,no,2023-07-10
ORD002897,PAYM397804,no,yes,2023-11-09
ORD039396,PAYM869313,yes,no,2023-10-12
ORD028328,PAYM593809,no,yes,2023-10-20
ORD002016,PAYM964777,yes,no,2023-09-17
ORD011699,PAYM701691,no,yes,2023-04-29
ORD022413,PAYM795432,no,yes,2023-09-18
ORD052599,PAYM726983,yes,no,2023-12-02
ORD024110,PAYM340568,no,yes,2023-08-20
ORD079388,PAYM493315,no,yes,2023-03-13
ORD027368,PAYM382569,no,yes,2023-11-06
ORD019303,PAYM145559,no,yes,2023-08-07
ORD003846,PAYM192218,yes,no,2023-01-14
ORD023393,PAYM715463,yes,no,2023-09-14
ORD073445,PAYM942871,no,yes,2023-07-08
ORD002893,PAYM424019,yes,no,2023-09-15
ORD060627,PAYM658742,yes,no,2023-06-05
ORD055959,PAYM118403,no,yes,2023-04-15
ORD023403,PAYM924329,no,yes,2023-06-10
ORD063697,PAYM590369,no,yes,2023-01-16
ORD045154,PAYM992973,no,yes,2023-08-20
ORD034458,PAYM157525,yes,no,2023-02-06
ORD076198,PAYM324538,no,yes,2023-04-22
ORD044545,PAYM253111,yes,no,2023-07-01
ORD057608,PAYM427307,yes,no,2023-05-25
ORD081095,PAYM815670,yes,no,2023-10-30
ORD062283,PAYM587106,no,yes,2023-02-02
ORD062690,PAYM575387,yes,no,2023-07-14
ORD080092,PAYM690059,no,yes,2023-07-06
ORD062817,PAYM590690,no,yes,2023-12-05
ORD059492,PAYM335799,yes,no,2023-09-15
ORD069090,PAYM992565,no,yes,2023-12-13
ORD007838,PAYM244532,no,yes,2023-12-29
ORD080370,PAYM104024,yes,no,2023-01-28
ORD010230,PAYM735898,no,yes,2023-03-13
ORD049645,PAYM235657,no,yes,2023-07-23
ORD015885,PAYM272160,yes,no,2023-01-23
ORD036993,PAYM292955,no,yes,2023-06-24
ORD017004,PAYM367235,yes,no,2023-02-26
ORD036154,PAYM881487,no,yes,2023-09-02
ORD039283,PAYM823070,yes,no,2023-05-10
ORD059738,PAYM907169,yes,no,2023-05-09
ORD038200,PAYM869514,yes,no,2023-12-06
ORD023339,PAYM510948,yes,no,2023-12-16
ORD054424,PAYM420743,yes,no,2023-01-07
ORD061963,PAYM312668,yes,no,2023-01-17
ORD077722,PAYM670245,yes,no,2023-10-08
ORD024331,PAYM426432,yes,no,2023-02-04
ORD074473,PAYM568904,yes,no,2023-07-18
ORD027466,PAYM522133,no,yes,2023-09-01
ORD016633,PAYM300475,no,yes,2023-04-17
ORD022402,PAYM146089,yes,no,2023-04-01
ORD047450,PAYM629562,yes,no,2023-09-05
ORD041749,PAYM793213,yes,no,2023-06-30
ORD033837,PAYM829789,yes,no,2023-01-19
ORD065879,PAYM584675,yes,no,2023-11-18
ORD055973,PAYM242129,no,yes,2023-05-08
ORD045676,PAYM833982,yes,no,2023-08-27
ORD060087,PAYM495561,yes,no,2023-04-21
ORD025562,PAYM722798,no,yes,2023-05-10
ORD040188,PAYM852649,yes,no,2023-04-21
ORD078324,PAYM506334,yes,no,2023-08-18
ORD077331,PAYM647442,yes,no,2023-05-10
ORD004559,PAYM913806,no,yes,2023-03-03
ORD069371,PAYM106213,yes,no,2023-01-11
ORD074653,PAYM140181,yes,no,2023-01-14
ORD052308,PAYM744593,yes,no,2023-06-19
ORD053975,PAYM838370,no,yes,2023-09-21
ORD050156,PAYM435125,yes,no,2023-07-16
ORD023990,PAYM886523,yes,no,2023-03-24
ORD032751,PAYM786290,no,yes,2023-04-10
ORD003583,PAYM879848,yes,no,2023-09-30
ORD035876,PAYM612932,yes,no,2023-03-14
ORD038474,PAYM661501,no,yes,2023-07-11
ORD007952,PAYM295767,no,yes,2023-11-14
ORD007954,PAYM926526,no,yes,2023-01-09
ORD044748,PAYM368505,no,yes,2023-07-29
ORD019580,PAYM870705,yes,no,2023-02-27
ORD057898,PAYM980331,yes,no,2023-11-03
ORD032595,PAYM172383,no,yes,2023-12-11
ORD006962,PAYM397855,no,yes,2023-11-09
ORD034738,PAYM942179,no,yes,2023-01-16
ORD001621,PAYM239389,no,yes,2023-08-23
ORD011168,PAYM791662,yes,no,2023-03-23
ORD012944,PAYM903684,no,yes,2023-04-11
ORD026096,PAYM408430,yes,no,2023-04-30
ORD031553,PAYM385427,yes,no,2023-02-11
ORD075640,PAYM556566,no,yes,2023-02-13
ORD052976,PAYM258305,no,yes,2023-04-23
ORD017070,PAYM600081,no,yes,2023-02-06
ORD002317,PAYM631026,yes,no,2023-07-22
ORD034802,PAYM421410,no,yes,2023-01-05
ORD078734,PAYM618377,no,yes,2023-12-01
ORD023862,PAYM601031,yes,no,2023-11-13
ORD009830,PAYM621997,no,yes,2023-12-04
ORD014280,PAYM351754,yes,no,2023-06-28
ORD058913,PAYM890287,yes,no,2023-07-09
ORD064155,PAYM822163,no,yes,2023-01-03
ORD036023,PAYM880327,no,yes,2023-04-28
ORD057514,PAYM488516,yes,no,2023-11-06
ORD047338,PAYM678528,no,yes,2023-03-19
ORD029736,PAYM372693,yes,no,2023-12-23
ORD048049,PAYM420785,no,yes,2023-01-11
ORD070605,PAYM377831,yes,no,2023-08-26
ORD080796,PAYM622488,no,yes,2023-09-06
ORD004766,PAYM342735,yes,no,2023-11-23
ORD079851,PAYM897403,no,yes,2023-01-20
ORD036444,PAYM697336,yes,no,2023-05-29
ORD073724,PAYM327901,yes,no,2023-06-02
ORD021812,PAYM788234,yes,no,2023-04-19
ORD013834,PAYM740383,no,yes,2023-06-02
ORD050852,PAYM559529,no,yes,2023-02-12
ORD023919,PAYM397495,no,yes,2023-07-02
ORD040197,PAYM350734,yes,no,2023-11-15
ORD055897,PAYM826298,yes,no,2023-06-12
ORD012221,PAYM794539,yes,no,2023-12-12
ORD081054,PAYM659369,yes,no,2023-05-18
ORD072754,PAYM915469,no,yes,2023-10-31
ORD025481,PAYM891483,no,yes,2023-12-03
ORD082163,PAYM702741,no,yes,2023-07-16
ORD079046,PAYM103665,no,yes,2023-01-15
ORD072592,PAYM191549,no,yes,2023-01-25
ORD032524,PAYM427436,yes,no,2023-05-20
ORD080597,PAYM604447,yes,no,2023-11-10
ORD012279,PAYM643952,no,yes,2023-04-01
ORD065547,PAYM326396,yes,no,2023-03-03
ORD052373,PAYM396632,no,yes,2023-10-24
ORD065931,PAYM769335,no,yes,2023-05-06
ORD015373,PAYM812680,yes,no,2023-09-29
ORD040758,PAYM326778,yes,no,2023-09-08
ORD074175,PAYM905279,yes,no,2023-12-09
ORD007536,PAYM909715,no,yes,2023-06-19
ORD053586,PAYM784103,yes,no,2023-05-29
ORD022304,PAYM600513,no,yes,2023-04-24
ORD046492,PAYM530540,yes,no,2023-11-28
ORD023112,PAYM757113,yes,no,2023-02-15
ORD078435,PAYM545565,no,yes,2023-05-12
ORD009870,PAYM891682,yes,no,2023-04-01
ORD076614,PAYM821778,yes,no,2023-11-14
ORD000287,PAYM235329,no,yes,2023-02-12
ORD022245,PAYM592153,no,yes,2023-10-31
ORD056157,PAYM145108,yes,no,2023-04-04
ORD068288,PAYM347888,no,yes,2023-01-14
ORD045871,PAYM570989,yes,no,2023-09-23
ORD068756,PAYM605985,yes,no,2023-06-11
ORD038266,PAYM527917,no,yes,2023-02-08
ORD042646,PAYM834002,yes,no,2023-05-12
ORD061949,PAYM472928,no,yes,2023-03-02
ORD049198,PAYM485548,yes,no,2023-07-06
ORD064458,PAYM871595,yes,no,2023-04-01
ORD047212,PAYM966858,yes,no,2023-01-24
ORD077949,PAYM762470,yes,no,2023-02-25
ORD006270,PAYM665830,yes,no,2023-10-27
ORD076298,PAYM840622,yes,no,2023-07-07
ORD007413,PAYM333763,no,yes,2023-01-16
ORD040027,PAYM842502,no,yes,2023-12-30
ORD062095,PAYM739045,yes,no,2023-05-01
ORD047121,PAYM512499,yes,no,2023-04-24
ORD038527,PAYM883072,yes,no,2023-06-30
ORD033775,PAYM670507,no,yes,2023-02-14
ORD049514,PAYM777686,no,yes,2023-12-27
ORD036980,PAYM929605,no,yes,2023-08-12
ORD018698,PAYM615666,yes,no,2023-10-26
ORD064432,PAYM604240,yes,no,2023-11-16
ORD035046,PAYM189387,yes,no,2023-09-26
ORD066944,PAYM361460,yes,no,2023-09-04
ORD054831,PAYM939569,no,yes,2023-08-13
ORD001275,PAYM433276,yes,no,2023-09-26
ORD056601,PAYM779824,no,yes,2023-11-26
ORD003066,PAYM238566,yes,no,2023-02-04
ORD059906,PAYM608323,yes,no,2023-05-12
ORD016990,PAYM615318,no,yes,2023-06-26
ORD023000,PAYM394685,yes,no,2023-08-09
ORD011644,PAYM275523,no,yes,2023-03-18
ORD076357,PAYM828245,yes,no,2023-11-24
ORD030110,PAYM768897,yes,no,2023-03-22
ORD075439,PAYM978623,yes,no,2023-07-18
ORD013249,PAYM844263,yes,no,2023-02-22
ORD065859,PAYM613984,no,yes,2023-07-04
ORD079110,PAYM324619,no,yes,2023-09-21
ORD060733,PAYM234111,no,yes,2023-06-08
ORD034701,PAYM458070,no,yes,2023-08-14
ORD039646,PAYM309301,no,yes,2023-09-13
ORD028461,PAYM220027,no,yes,2023-06-28
ORD003401,PAYM637949,yes,no,2023-05-09
ORD073163,PAYM623988,no,yes,2023-11-03
ORD042706,PAYM437036,no,yes,2023-09-27
ORD009470,PAYM559381,yes,no,2023-09-23
ORD014716,PAYM733288,no,yes,2023-11-28
ORD068022,PAYM187742,yes,no,2023-02-15
ORD033387,PAYM569528,yes,no,2023-12-06
ORD008178,PAYM305891,no,yes,2023-06-01
ORD025078,PAYM365619,yes,no,2023-01-28
ORD038359,PAYM778141,no,yes,2023-08-13
ORD028911,PAYM972229,yes,no,2023-12-10
ORD001038,PAYM357978,yes,no,2023-07-29
ORD039755,PAYM314566,no,yes,2023-09-15
ORD070669,PAYM320837,yes,no,2023-03-18
ORD006671,PAYM594844,no,yes,2023-09-10
ORD052736,PAYM195519,yes,no,2023-01-10
ORD005028,PAYM106956,yes,no,2023-01-29
ORD050193,PAYM178701,no,yes,2023-11-16
ORD074256,PAYM546751,yes,no,2023-12-11
ORD066944,PAYM916257,yes,no,2023-10-16
ORD082139,PAYM457489,yes,no,2023-01-30
ORD031499,PAYM828728,yes,no,2023-06-23
ORD076137,PAYM433065,no,yes,2023-12-27
ORD070222,PAYM991198,yes,no,2023-03-08
ORD082115,PAYM136518,yes,no,2023-09-06
ORD039766,PAYM644232,no,yes,2023-12-14
ORD023527,PAYM787453,no,yes,2023-07-24
ORD000428,PAYM325906,no,yes,2023-05-14
ORD020977,PAYM272764,no,yes,2023-01-05
ORD053585,PAYM906627,yes,no,2023-06-09
ORD052683,PAYM800461,yes,no,2023-06-18
ORD018880,PAYM605971,no,yes,2023-02-10
ORD075382,PAYM384826,no,yes,2023-07-18
ORD009269,PAYM161564,no,yes,2023-06-11
ORD050113,PAYM981583,no,yes,2023-10-04
ORD002345,PAYM487260,yes,no,2023-09-09
ORD015710,PAYM543002,yes,no,2023-11-28
ORD062471,PAYM548274,no,yes,2023-10-10
ORD031811,PAYM367160,yes,no,2023-08-17
ORD052690,PAYM356872,yes,no,2023-02-26
ORD005497,PAYM675283,no,yes,2023-11-30
ORD083096,PAYM745999,yes,no,2023-09-23
ORD077698,PAYM570838,no,yes,2023-04-20
ORD005457,PAYM215788,no,yes,2023-01-05
ORD056204,PAYM782652,no,yes,2023-01-27
ORD052757,PAYM831716,yes,no,2023-10-08
ORD005271,PAYM454521,no,yes,2023-12-13
ORD064280,PAYM697097,no,yes,2023-02-06
ORD069212,PAYM336713,yes,no,2023-02-18
ORD061730,PAYM202856,yes,no,2023-06-24
ORD028556,PAYM929009,yes,no,2023-09-13
ORD046422,PAYM549917,no,yes,2023-05-04
ORD082049,PAYM570754,no,yes,2023-01-04
ORD002649,PAYM863747,no,yes,2023-11-18
ORD057953,PAYM381668,no,yes,2023-11-15
ORD052513,PAYM181475,yes,no,2023-05-04
ORD025633,PAYM709735,no,yes,2023-07-27
ORD017771,PAYM732483,yes,no,2023-07-07
ORD073657,PAYM288899,no,yes,2023-03-20
ORD066382,PAYM339435,yes,no,2023-07-18
ORD058376,PAYM952246,no,yes,2023-08-27
ORD024299,PAYM962987,yes,no,2023-11-03
ORD046823,PAYM165563,no,yes,2023-03-19
ORD011370,PAYM342047,no,yes,2023-04-18
ORD022605,PAYM446387,yes,no,2023-07-03
ORD056375,PAYM583629,yes,no,2023-10-07
ORD062379,PAYM754485,yes,no,2023-07-30
ORD042833,PAYM482588,yes,no,2023-10-31
ORD007496,PAYM469495,yes,no,2023-11-10
ORD055429,PAYM461264,yes,no,2023-10-19
ORD040518,PAYM612772,yes,no,2023-12-15
ORD041927,PAYM278687,yes,no,2023-07-06
ORD055696,PAYM133758,yes,no,2023-11-21
ORD066723,PAYM318228,yes,no,2023-07-05
ORD061444,PAYM625370,yes,no,2023-12-13
ORD060526,PAYM642406,yes,no,2023-12-20
ORD022342,PAYM395186,no,yes,2023-12-16
ORD018733,PAYM799362,yes,no,2023-08-22
ORD031873,PAYM876388,no,yes,2023-10-13
ORD013084,PAYM803328,yes,no,2023-02-03
ORD006239,PAYM821162,no,yes,2023-02-27
ORD006218,PAYM139186,no,yes,2023-12-07
ORD041633,PAYM425228,no,yes,2023-10-24
ORD037049,PAYM389852,yes,no,2023-05-13
ORD058826,PAYM467139,no,yes,2023-03-18
ORD040782,PAYM229140,no,yes,2023-12-09
ORD041888,PAYM113115,yes,no,2023-03-02
ORD002644,PAYM514012,no,yes,2023-07-12
ORD059043,PAYM872927,no,yes,2023-04-04
ORD052343,PAYM319894,yes,no,2023-06-16
ORD005429,PAYM885143,no,yes,2023-01-19
ORD023274,PAYM248915,no,yes,2023-11-16
ORD059489,PAYM512582,yes,no,2023-04-04
ORD059098,PAYM856042,no,yes,2023-05-26
ORD083170,PAYM240592,no,yes,2023-08-02
ORD049349,PAYM322376,no,yes,2023-07-21
ORD013537,PAYM983555,yes,no,2023-06-07
ORD008221,PAYM733201,no,yes,2023-02-13
ORD005894,PAYM204538,yes,no,2023-06-16
ORD036939,PAYM316825,yes,no,2023-12-10
ORD070458,PAYM998110,yes,no,2023-05-11
ORD081997,PAYM673162,no,yes,2023-03-05
ORD063671,PAYM315104,no,yes,2023-07-08
ORD016617,PAYM160344,no,yes,2023-10-14
ORD004469,PAYM222900,no,yes,2023-02-12
ORD047403,PAYM722545,no,yes,2023-06-14
ORD056893,PAYM250426,no,yes,2023-12-23
ORD003368,PAYM914930,yes,no,2023-07-26
ORD064998,PAYM719004,no,yes,2023-05-21
ORD069852,PAYM473620,yes,no,2023-06-30
ORD080729,PAYM663176,yes,no,2023-01-19
ORD082486,PAYM555051,no,yes,2023-11-02
ORD037057,PAYM578965,no,yes,2023-02-28
ORD024308,PAYM347217,no,yes,2023-12-16
ORD079767,PAYM707958,no,yes,2023-11-20
ORD035392,PAYM333896,no,yes,2023-03-31
ORD037697,PAYM227211,no,yes,2023-10-26
ORD026890,PAYM769119,yes,no,2023-09-21
ORD054424,PAYM322220,no,yes,2023-06-20
ORD029046,PAYM585642,yes,no,2023-06-04
ORD025965,PAYM669780,yes,no,2023-09-06
ORD050286,PAYM427828,no,yes,2023-03-20
ORD010536,PAYM397621,no,yes,2023-07-12
ORD021363,PAYM440424,yes,no,2023-09-05
ORD060603,PAYM277644,yes,no,2023-10-25
ORD040335,PAYM280145,no,yes,2023-08-22
ORD071244,PAYM351579,no,yes,2023-08-18
ORD025556,PAYM765196,yes,no,2023-08-03
ORD008736,PAYM326478,no,yes,2023-10-17
ORD030924,PAYM725629,yes,no,2023-04-17
ORD046188,PAYM862060,yes,no,2023-05-29
ORD063713,PAYM241626,no,yes,2023-04-20
ORD078983,PAYM479523,yes,no,2023-01-27
ORD081094,PAYM602312,no,yes,2023-11-04
ORD048377,PAYM886955,no,yes,2023-10-18
ORD035284,PAYM514014,yes,no,2023-12-10
ORD035512,PAYM828824,no,yes,2023-12-03
ORD077849,PAYM301790,no,yes,2023-10-13
ORD065457,PAYM712543,no,yes,2023-01-13
ORD029984,PAYM874678,no,yes,2023-06-19
ORD054332,PAYM627261,no,yes,2023-10-22
ORD042099,PAYM248945,yes,no,2023-08-16
ORD068717,PAYM572710,no,yes,2023-02-10
ORD066558,PAYM211790,no,yes,2023-06-23
ORD003098,PAYM995555,no,yes,2023-05-24
ORD045001,PAYM399206,no,yes,2023-10-16
ORD023442,PAYM205776,no,yes,2023-09-19
ORD076232,PAYM325582,yes,no,2023-01-05
ORD018107,PAYM546894,yes,no,2023-06-16
ORD068860,PAYM785008,no,yes,2023-10-11
ORD005798,PAYM193342,no,yes,2023-08-05
ORD058833,PAYM818551,no,yes,2023-12-25
ORD018303,PAYM580816,no,yes,2023-11-19
ORD005747,PAYM503769,no,yes,2023-12-10
ORD033061,PAYM120178,yes,no,2023-09-11
ORD078251,PAYM513584,no,yes,2023-05-24
ORD018983,PAYM354810,no,yes,2023-05-20
ORD058946,PAYM158627,yes,no,2023-03-13
ORD013225,PAYM538677,no,yes,2023-02-20
ORD006214,PAYM302517,yes,no,2023-05-01
ORD013508,PAYM484242,no,yes,2023-12-29
ORD038613,PAYM548224,no,yes,2023-01-26
ORD059719,PAYM100408,no,yes,2023-11-16
ORD029399,PAYM792603,no,yes,2023-04-17
ORD058217,PAYM472623,no,yes,2023-05-19
ORD057580,PAYM286636,no,yes,2023-08-11
ORD002403,PAYM151953,no,yes,2023-09-16
ORD070714,PAYM607916,yes,no,2023-07-17
ORD038624,PAYM200515,yes,no,2023-02-24
ORD002361,PAYM897520,no,yes,2023-03-30
ORD053630,PAYM652578,no,yes,2023-03-29
ORD041240,PAYM362600,yes,no,2023-06-23
ORD000028,PAYM200256,yes,no,2023-03-17
ORD076150,PAYM697479,no,yes,2023-03-06
ORD080109,PAYM555777,no,yes,2023-04-14
ORD005019,PAYM261811,no,yes,2023-11-18
ORD021602,PAYM316469,yes,no,2023-06-26
ORD048944,PAYM556458,yes,no,2023-10-24
ORD014218,PAYM229875,yes,no,2023-11-26
ORD054573,PAYM339301,yes,no,2023-12-11
ORD025528,PAYM546040,no,yes,2023-08-31
ORD006819,PAYM663350,no,yes,2023-06-14
ORD014051,PAYM704741,yes,no,2023-06-26
ORD041390,PAYM532232,yes,no,2023-04-24
ORD068343,PAYM186762,no,yes,2023-04-12
ORD048028,PAYM914136,no,yes,2023-11-20
ORD055676,PAYM286524,no,yes,2023-05-08
ORD020938,PAYM948716,yes,no,2023-03-05
ORD046128,PAYM204621,no,yes,2023-12-02
ORD003531,PAYM455797,yes,no,2023-02-17
ORD027878,PAYM657717,yes,no,2023-09-07
ORD032615,PAYM659860,yes,no,2023-03-12
ORD009086,PAYM286771,yes,no,2023-06-08
ORD012538,PAYM939400,no,yes,2023-12-05
ORD013875,PAYM245756,no,yes,2023-07-04
ORD037674,PAYM104136,no,yes,2023-02-13
ORD021004,PAYM978015,no,yes,2023-04-15
ORD075486,PAYM263884,yes,no,2023-09-13
ORD034523,PAYM882272,no,yes,2023-09-19
ORD043515,PAYM708633,no,yes,2023-03-05
ORD028458,PAYM937972,no,yes,2023-01-28
ORD081908,PAYM971141,no,yes,2023-06-08
ORD043066,PAYM705408,no,yes,2023-09-15
ORD011644,PAYM394554,no,yes,2023-03-11
ORD067580,PAYM897276,yes,no,2023-11-13
ORD040221,PAYM402650,yes,no,2023-07-13
ORD077175,PAYM859694,yes,no,2023-10-08
ORD013544,PAYM243931,yes,no,2023-07-13
ORD055596,PAYM861720,yes,no,2023-01-15
ORD024219,PAYM205924,yes,no,2023-02-05
ORD071651,PAYM182623,yes,no,2023-12-21
ORD081566,PAYM131101,no,yes,2023-04-19
ORD062167,PAYM184361,yes,no,2023-10-08
ORD076350,PAYM577337,no,yes,2023-10-03
ORD013557,PAYM278748,yes,no,2023-09-22
ORD036882,PAYM137394,yes,no,2023-10-16
ORD033733,PAYM400620,no,yes,2023-12-17
ORD027678,PAYM960604,yes,no,2023-08-27
ORD067926,PAYM419418,no,yes,2023-01-25
ORD057833,PAYM262228,no,yes,2023-12-14
ORD042543,PAYM838693,no,yes,2023-07-03
ORD071218,PAYM272881,yes,no,2023-03-05
ORD020186,PAYM569037,yes,no,2023-03-05
ORD006444,PAYM110137,no,yes,2023-03-22
ORD079766,PAYM206338,no,yes,2023-08-20
ORD000231,PAYM702288,no,yes,2023-10-18
ORD015002,PAYM803800,yes,no,2023-03-15
ORD024893,PAYM992034,no,yes,2023-05-29
ORD077615,PAYM369120,no,yes,2023-05-28
ORD081073,PAYM840572,yes,no,2023-12-29
ORD067557,PAYM134251,no,yes,2023-07-13
ORD071302,PAYM904836,no,yes,2023-05-10
ORD025197,PAYM737737,yes,no,2023-03-05
ORD047962,PAYM242483,no,yes,2023-03-01
ORD056288,PAYM506526,yes,no,2023-04-01
ORD025522,PAYM262266,no,yes,2023-07-23
ORD035535,PAYM928733,yes,no,2023-03-07
ORD044748,PAYM824129,no,yes,2023-09-11
ORD078693,PAYM237770,no,yes,2023-05-13
ORD045014,PAYM749910,yes,no,2023-02-07
ORD049486,PAYM250122,no,yes,2023-04-27
ORD032097,PAYM539504,yes,no,2023-07-07
ORD003115,PAYM996470,yes,no,2023-01-29
ORD044193,PAYM828598,yes,no,2023-06-05
ORD011198,PAYM182836,no,yes,2023-12-08
ORD018192,PAYM786634,yes,no,2023-07-02
ORD035494,PAYM313865,yes,no,2023-02-11
ORD008887,PAYM287287,no,yes,2023-09-19
ORD046707,PAYM222673,yes,no,2023-11-04
ORD053229,PAYM217995,yes,no,2023-01-23
ORD022526,PAYM146584,no,yes,2023-08-07
ORD043015,PAYM783718,no,yes,2023-08-07
ORD026331,PAYM916778,yes,no,2023-02-25
ORD053890,PAYM881355,yes,no,2023-11-10
ORD018947,PAYM855390,yes,no,2023-02-01
ORD029114,PAYM726665,yes,no,2023-01-10
ORD072223,PAYM519589,no,yes,2023-04-27
ORD078621,PAYM374899,no,yes,2023-09-07
ORD006825,PAYM901048,yes,no,2023-12-07
ORD057594,PAYM248453,no,yes,2023-09-22
ORD076977,PAYM920848,yes,no,2023-07-07
ORD022286,PAYM599381,no,yes,2023-04-10
ORD065838,PAYM783182,yes,no,2023-05-18
ORD075738,PAYM891448,no,yes,2023-10-15
ORD028200,PAYM447944,yes,no,2023-04-02
ORD064104,PAYM371783,no,yes,2023-02-07
ORD038622,PAYM268811,no,yes,2023-03-03
ORD026315,PAYM867963,no,yes,2023-10-15
ORD028401,PAYM299158,no,yes,2023-08-11
ORD074186,PAYM511076,no,yes,2023-05-27
ORD003848,PAYM217941,no,yes,2023-02-14
ORD011679,PAYM501160,no,yes,2023-03-03
ORD016490,PAYM127354,yes,no,2023-06-12
ORD071778,PAYM124154,yes,no,2023-12-17
ORD026538,PAYM376763,yes,no,2023-02-01
ORD023135,PAYM979473,no,yes,2023-12-16
ORD024465,PAYM267753,no,yes,2023-08-02
ORD002955,PAYM827084,yes,no,2023-04-04
ORD007030,PAYM970859,no,yes,2023-10-26
ORD010373,PAYM277766,yes,no,2023-11-19
ORD030113,PAYM398658,yes,no,2023-05-30
ORD008430,PAYM708769,no,yes,2023-11-11
ORD051334,PAYM279946,yes,no,2023-12-12
ORD024175,PAYM596047,yes,no,2023-01-09
ORD071579,PAYM578720,yes,no,2023-09-20
ORD017535,PAYM398540,no,yes,2023-04-26
ORD066274,PAYM902824,yes,no,2023-05-25
ORD025616,PAYM288461,yes,no,2023-05-30
ORD019659,PAYM608603,no,yes,2023-04-04
ORD058014,PAYM470104,yes,no,2023-05-20
ORD079254,PAYM387807,no,yes,2023-11-18
ORD063870,PAYM173993,no,yes,2023-06-25
ORD027222,PAYM131148,no,yes,2023-07-07
ORD053582,PAYM905687,no,yes,2023-05-15
ORD026076,PAYM922286,yes,no,2023-03-14
ORD030923,PAYM704291,yes,no,2023-03-31
ORD000180,PAYM503009,no,yes,2023-08-22
ORD018384,PAYM909490,yes,no,2023-02-12
ORD055251,PAYM843573,yes,no,2023-11-05
ORD070322,PAYM178549,yes,no,2023-06-21
ORD063379,PAYM666538,yes,no,2023-09-07
ORD058217,PAYM637899,yes,no,2023-11-13
ORD008332,PAYM978053,no,yes,2023-03-15
ORD063408,PAYM312106,yes,no,2023-09-08
ORD059195,PAYM342897,no,yes,2023-11-29
ORD024720,PAYM817272,no,yes,2023-05-04
ORD078897,PAYM534727,yes,no,2023-04-07
ORD070445,PAYM778712,no,yes,2023-01-29
ORD035353,PAYM471767,yes,no,2023-12-17
ORD029680,PAYM886702,yes,no,2023-05-16
ORD029999,PAYM749491,yes,no,2023-09-23
ORD036012,PAYM576987,yes,no,2023-02-03
ORD082916,PAYM793040,no,yes,2023-05-28
ORD029014,PAYM763533,yes,no,2023-03-07
ORD022289,PAYM220797,no,yes,2023-05-07
